first_name,last_name,nickname,height,weight,reach,stance,wins,losses,draws,belt,profile_url,dob
Brandon,Cash,Money,"6' 5""",255 lbs.,--,Orthodox,10,4,0,,http://ufcstats.com/fighter-details/3993f7dcb7caf42a,
Bendy,Casimir,,"5' 5""",145 lbs.,--,Southpaw,20,14,2,,http://ufcstats.com/fighter-details/ec7ac09293d26c05,"Jun 10, 1980"
Dwayne,Cason,,"5' 10""",212 lbs.,--,Orthodox,1,1,0,,http://ufcstats.com/fighter-details/31c01fbc2586a5eb,
Joe,Cason,,"6' 3""",205 lbs.,--,,9,1,0,,http://ufcstats.com/fighter-details/2b1c6f28039efe36,"Jan 19, 1988"
John,Castaneda,Sexi Mexi,"5' 6""",135 lbs.,"71.0""",Switch,21,8,0,,http://ufcstats.com/fighter-details/5fa2974cbd18e05c,"Dec 18, 1991"
Eric,Castile,,"5' 8""",145 lbs.,--,,3,2,0,,http://ufcstats.com/fighter-details/a0a69dc9914ef6e1,
Gil,Castillo,,"5' 9""",170 lbs.,--,Southpaw,8,5,0,,http://ufcstats.com/fighter-details/31ceaf0e670c1578,"Oct 21, 1965"
Danny,Castillo,Last Call,"5' 9""",155 lbs.,"71.0""",Orthodox,17,10,0,,http://ufcstats.com/fighter-details/d1e7fc58d4225cdf,"Aug 25, 1979"
Raul,Castillo,,"5' 11""",185 lbs.,--,Orthodox,7,1,0,,http://ufcstats.com/fighter-details/feeae92f951f49a9,
Jenna,Castillo,,"5' 2""",125 lbs.,--,,1,0,0,,http://ufcstats.com/fighter-details/e680418329c84ec4,"May 05, 1982"
Tim,Catalfo,Obake,"5' 11""",235 lbs.,--,Orthodox,4,2,0,,http://ufcstats.com/fighter-details/6ca68b636fbc1f18,
Nick,Catone,The Jersey Devil,"6' 0""",185 lbs.,"72.0""",Southpaw,10,4,0,,http://ufcstats.com/fighter-details/f8fe2053d73d7bcf,"Sep 01, 1981"
Luke,Caudillo,Lil' Hulk,"5' 7""",155 lbs.,--,Orthodox,17,17,0,,http://ufcstats.com/fighter-details/68d76fd9ecf7431d,"Nov 30, 1980"
Gesias,Cavalcante,JZ,"5' 8""",155 lbs.,"71.0""",Orthodox,21,10,1,,http://ufcstats.com/fighter-details/2a74bbba57058f12,"Jul 06, 1983"
Rafael,Cavalcante,Feijao,"6' 1""",205 lbs.,"74.0""",Orthodox,12,7,0,,http://ufcstats.com/fighter-details/5c1ca0c72b599a3c,"Apr 14, 1980"
Jacqueline,Cavalcanti,,"5' 8""",135 lbs.,"70.0""",Orthodox,9,1,0,,http://ufcstats.com/fighter-details/e3964ece586e0635,"Aug 29, 1997"
Igor,Cavalcanti,Jacare,"5' 11""",170 lbs.,"79.0""",Orthodox,9,1,0,,http://ufcstats.com/fighter-details/9c3de7f8966326de,"Oct 10, 1997"
Magnus,Cedenblad,Jycken,"6' 5""",185 lbs.,"79.0""",Orthodox,14,5,0,,http://ufcstats.com/fighter-details/0e21976afc92e4d1,"Apr 10, 1982"
Yosdenis,Cedeno,Pink Panther,"5' 8""",155 lbs.,"69.0""",Orthodox,10,6,1,,http://ufcstats.com/fighter-details/3e61082025db8137,"Feb 12, 1985"
Henry,Cejudo,Triple C,"5' 4""",135 lbs.,"64.0""",Orthodox,16,5,0,,http://ufcstats.com/fighter-details/056c493bbd76a918,"Feb 09, 1987"
Adam,Cella,El Naturel,"6' 2""",170 lbs.,--,,6,8,0,,http://ufcstats.com/fighter-details/b27b8881d7444114,"Jun 26, 1985"
Vinicius,Cenci,Chambinho,"6' 1""",155 lbs.,"74.0""",Orthodox,7,2,0,,http://ufcstats.com/fighter-details/f21a152aaa3e95c6,"Nov 24, 1995"
Katlyn,Cerminara,Blonde Fighter,"5' 9""",125 lbs.,"68.0""",Orthodox,18,6,0,,http://ufcstats.com/fighter-details/e872e9a9a902c045,"Dec 28, 1988"
Rafael,Cerqueira,The Lion,"6' 3""",205 lbs.,"76.0""",Southpaw,11,2,0,,http://ufcstats.com/fighter-details/09a4447655fd4b7b,"Mar 15, 1991"
Donald,Cerrone,Cowboy,"6' 1""",155 lbs.,"73.0""",Orthodox,36,17,0,,http://ufcstats.com/fighter-details/1d00756835ca67c9,"Mar 29, 1983"
Jared,Chaffee,,"5' 10""",155 lbs.,--,,5,2,0,,http://ufcstats.com/fighter-details/fdf59144e535bc38,"Dec 15, 1984"
Luan,Chagas,Tarzan,"6' 0""",170 lbs.,"75.0""",Orthodox,15,3,1,,http://ufcstats.com/fighter-details/9ccf8371fd80d45d,"Jun 17, 1993"
Edgar,Chairez,Puro Chicali,"5' 7""",125 lbs.,"71.0""",Orthodox,12,6,0,,http://ufcstats.com/fighter-details/5ef94841c4bc3f86,"Jan 27, 1996"
Ansar,Chalangov,,"5' 9""",170 lbs.,--,Orthodox,14,5,0,,http://ufcstats.com/fighter-details/7342fcc41a4817fa,"Oct 30, 1979"
Alex,Chambers,Astro Girl,"5' 3""",115 lbs.,"63.0""",Southpaw,5,5,0,,http://ufcstats.com/fighter-details/26b63bc5c0c1f65d,"Oct 25, 1978"
Michael,Chandler,Iron,"5' 8""",155 lbs.,"71.0""",Orthodox,23,10,0,,http://ufcstats.com/fighter-details/4b93a88f3b1de35b,"Apr 24, 1986"
Chelsea,Chandler,,"5' 8""",135 lbs.,"68.0""",Southpaw,6,4,0,,http://ufcstats.com/fighter-details/af9efbfd63d39734,"Nov 23, 1990"
Donnie,Chappell,,"5' 11""",178 lbs.,--,Southpaw,0,1,0,,http://ufcstats.com/fighter-details/8788beb528894f33,
Joe,Charles,The Ghetto Man,"6' 1""",260 lbs.,--,Southpaw,6,13,0,,http://ufcstats.com/fighter-details/19ffeb5e3fffd6d5,
Dan,Charles,The Man,"6' 2""",228 lbs.,--,,10,6,1,,http://ufcstats.com/fighter-details/32a4f1235f0dad73,"Sep 24, 1985"
Morgan,Charriere,The Last Pirate,"5' 8""",145 lbs.,"69.0""",Orthodox,21,11,1,,http://ufcstats.com/fighter-details/5b03b61f9d90125e,"Oct 26, 1995"
Jeisla,Chaves,A Braba,--,135 lbs.,--,,5,0,0,,http://ufcstats.com/fighter-details/8061a3136026a673,"Feb 02, 1997"
Ernest,Chavez,EJ,"5' 8""",145 lbs.,"70.0""",Orthodox,10,2,0,,http://ufcstats.com/fighter-details/b406da701c479076,"Jun 27, 1983"
Emilio,Chavez,,"5' 9""",145 lbs.,--,,12,9,0,,http://ufcstats.com/fighter-details/84e8920e59ff14a7,
Danny,Chavez,The Colombian Warrior,"5' 8""",145 lbs.,"67.0""",Orthodox,11,5,1,,http://ufcstats.com/fighter-details/0de720c0f1d4ab9c,"Mar 14, 1987"
Gabriel,Checco,Zangief,"6' 1""",185 lbs.,--,Switch,10,2,0,,http://ufcstats.com/fighter-details/9c5f7d5c6d084b35,"Apr 03, 1986"
Albert,Cheng,,"5' 11""",170 lbs.,--,Orthodox,7,4,0,,http://ufcstats.com/fighter-details/d8d7b24d276c8cb0,"Feb 07, 1985"
Fabio,Cherant,Water Buffalo,"6' 1""",205 lbs.,"74.0""",Southpaw,7,4,0,,http://ufcstats.com/fighter-details/78a68f1dade6aaf7,"Nov 25, 1994"
Ion,Cherdivara,,--,205 lbs.,--,,1,1,0,,http://ufcstats.com/fighter-details/c713a845360d604b,
Mark,Cherico,The Pride of Bloomfield,"5' 7""",145 lbs.,"69.0""",Orthodox,11,1,0,,http://ufcstats.com/fighter-details/79a193111e3bc99b,"May 12, 1986"
Macy,Chiasson,,"5' 11""",135 lbs.,"72.0""",Orthodox,11,4,0,,http://ufcstats.com/fighter-details/9cdd2da1a9104a0b,"Jul 27, 1991"
Michael,Chiesa,Maverick,"6' 1""",170 lbs.,"75.0""",Southpaw,19,7,0,,http://ufcstats.com/fighter-details/c58f51dedb310998,"Dec 07, 1987"
Giga,Chikadze,Ninja,"6' 0""",145 lbs.,"74.0""",Orthodox,15,5,0,,http://ufcstats.com/fighter-details/9560ff14eb3129f7,"Aug 25, 1988"
Khamzat,Chimaev,Borz,"6' 2""",185 lbs.,"75.0""",Orthodox,14,0,0,,http://ufcstats.com/fighter-details/767755fd74662dbf,"May 01, 1994"
Sako,Chivitchian,,"5' 11""",155 lbs.,--,Orthodox,8,1,0,,http://ufcstats.com/fighter-details/9f7787e56a6bc0f4,"Mar 11, 1984"
Mu Bae,Choi,,"6' 2""",230 lbs.,--,Orthodox,12,6,0,,http://ufcstats.com/fighter-details/371a1c91b24dec2b,"Jun 27, 1970"
Hong Man,Choi,Techno Goliath,"7' 2""",330 lbs.,--,Orthodox,4,5,0,,http://ufcstats.com/fighter-details/2c104b7e59a72629,"Oct 30, 1980"
Dooho,Choi,The Korean Superboy,"5' 10""",145 lbs.,"70.0""",Orthodox,16,4,1,,http://ufcstats.com/fighter-details/e93b04e308913c2e,"Apr 10, 1991"
SeungWoo,Choi,Sting,"6' 0""",145 lbs.,"74.0""",Orthodox,11,8,0,,http://ufcstats.com/fighter-details/a68575214ecad140,"Nov 03, 1992"
SeungGuk,Choi,,"5' 6""",125 lbs.,"64.0""",Orthodox,7,3,0,,http://ufcstats.com/fighter-details/adccbc19b22e19af,"Dec 26, 1996"
DongHun,Choi,,"5' 5""",125 lbs.,"66.0""",Switch,9,0,0,,http://ufcstats.com/fighter-details/3be16d817b36098b,"Jan 02, 1999"
Mark,Choinski,The Shark,"5' 8""",155 lbs.,"69.0""",Orthodox,8,1,0,,http://ufcstats.com/fighter-details/001eb2ab0f30e7ea,"Oct 22, 1995"
John,Cholish,,"5' 11""",155 lbs.,"74.0""",Orthodox,8,3,0,,http://ufcstats.com/fighter-details/03c9994c5b8958ec,"Dec 17, 1983"
Ryo,Chonan,Piranah,"5' 9""",170 lbs.,"70.0""",Orthodox,22,13,0,,http://ufcstats.com/fighter-details/55a7b2d4e54ffac9,"Oct 08, 1976"
Will,Chope,The Kill,"6' 4""",145 lbs.,--,Switch,34,13,0,,http://ufcstats.com/fighter-details/db5dc7cb80d7d418,"Sep 08, 1990"
Joachim,Christensen,,"6' 3""",205 lbs.,"76.0""",Orthodox,14,6,0,,http://ufcstats.com/fighter-details/2d447cc91bdaa545,"Nov 07, 1978"
Kevin,Christian,,"6' 7""",205 lbs.,"80.0""",Orthodox,9,2,0,,http://ufcstats.com/fighter-details/7e9b36a9847db116,"Jan 21, 1995"
Dan,Christison,The Sandman,"6' 8""",265 lbs.,--,Orthodox,20,7,0,,http://ufcstats.com/fighter-details/b369533a577fa97c,"Apr 26, 1972"
Anthony,Christodoulou,,"5' 9""",155 lbs.,--,Orthodox,12,7,0,,http://ufcstats.com/fighter-details/4f11e9ce318ffbcb,"Jul 30, 1987"
Murad,Chunkaiev,,"5' 11""",185 lbs.,--,Orthodox,8,4,0,,http://ufcstats.com/fighter-details/d4a12dfa4067742f,
Cameron,Church,,"5' 11""",155 lbs.,"72.0""",Orthodox,4,1,0,,http://ufcstats.com/fighter-details/f197ce0cbe69996d,"Sep 27, 1990"
Steven,Ciaccio,Stryker,"6' 0""",170 lbs.,--,,4,4,0,,http://ufcstats.com/fighter-details/eaebaa6801338ea1,
Mike,Ciesnolevicz,,"6' 0""",235 lbs.,--,Orthodox,19,4,0,,http://ufcstats.com/fighter-details/51b0bb73a1da34bc,"Oct 28, 1979"
Hannah,Cifers,Shockwave,"5' 1""",115 lbs.,"62.0""",Orthodox,10,7,0,,http://ufcstats.com/fighter-details/2244d9a2b64b8c3b,"Jun 26, 1992"
Branko,Cikatic,,"6' 1""",215 lbs.,--,Orthodox,0,2,0,,http://ufcstats.com/fighter-details/4e5bbc4566049cbf,"Oct 03, 1954"
Nikolajus,Cilkinas,,--,--,--,Orthodox,2,6,0,,http://ufcstats.com/fighter-details/3f3550bf126a5721,
Misha,Cirkunov,,"6' 3""",205 lbs.,"77.0""",Orthodox,15,9,0,,http://ufcstats.com/fighter-details/67f272324a030d00,"Feb 27, 1987"
Johnny,Cisneros,The Tattooed Terror,"5' 11""",170 lbs.,--,,9,6,0,,http://ufcstats.com/fighter-details/42611508ba8c3298,"Feb 05, 1980"
Laverne,Clark,,"5' 11""",170 lbs.,--,Orthodox,27,21,1,,http://ufcstats.com/fighter-details/1c2f2571b18791b6,"Dec 02, 1973"
Logan,Clark,,"6' 2""",185 lbs.,--,Orthodox,18,6,0,,http://ufcstats.com/fighter-details/6776260cb0aef647,"Feb 16, 1985"
Mychal,Clark,,"6' 3""",224 lbs.,--,Orthodox,10,14,0,,http://ufcstats.com/fighter-details/69108cb8b32efe04,
Dominic,Clark,,"5' 10""",155 lbs.,--,,10,7,0,,http://ufcstats.com/fighter-details/8a64b3f87ad29d1e,"Aug 01, 1985"
Heather,Clark,Hurricane,"5' 6""",115 lbs.,"64.0""",Orthodox,7,6,0,,http://ufcstats.com/fighter-details/dd4c16777fb2ccf9,"Sep 19, 1980"
Devin,Clark,Brown Bear,"6' 0""",205 lbs.,"75.0""",Orthodox,14,9,0,,http://ufcstats.com/fighter-details/cc7040fe76f0ef91,"Apr 12, 1990"
Jessica-Rose,Clark,,"5' 5""",135 lbs.,"64.0""",Orthodox,11,9,0,,http://ufcstats.com/fighter-details/6c8072b61c276e67,"Nov 28, 1987"
Shannon,Clark,MMA Barbie,"5' 5""",125 lbs.,"64.0""",Orthodox,5,1,0,,http://ufcstats.com/fighter-details/7ae36b3791e0969a,"Jul 07, 1992"
John,Clarke,,--,170 lbs.,--,,1,1,0,,http://ufcstats.com/fighter-details/a77c71a574132188,"Aug 15, 1977"
Mitch,Clarke,Danger Zone,"5' 10""",155 lbs.,"73.0""",Orthodox,11,5,0,,http://ufcstats.com/fighter-details/c76ec2bc3a57666a,"Nov 24, 1985"
Rich,Clementi,No Love,"5' 9""",155 lbs.,"72.0""",Southpaw,45,23,1,,http://ufcstats.com/fighter-details/7d21de9c6d7c98b2,"Mar 31, 1976"
Chris,Clements,The Menace,"5' 10""",170 lbs.,"70.0""",Orthodox,12,6,0,,http://ufcstats.com/fighter-details/e5ecaf884b6da2bc,"Feb 09, 1976"
RJ,Clifford,,--,160 lbs.,--,,4,3,0,,http://ufcstats.com/fighter-details/8e32bfcff3ec1717,
Mark,Climaco,,"5' 4""",125 lbs.,"65.0""",Southpaw,9,2,0,,http://ufcstats.com/fighter-details/60098849c703e389,"Nov 06, 1997"
Josh,Clopton,The Gentleman,"5' 6""",145 lbs.,--,Orthodox,6,2,1,,http://ufcstats.com/fighter-details/48e96d9cea6d4ab0,"Jul 11, 1981"
Brian,Cobb,,"5' 11""",155 lbs.,--,Orthodox,20,9,0,,http://ufcstats.com/fighter-details/3138fab619faf4d1,
Darryl,Cobb,,"5' 9""",185 lbs.,--,,6,8,0,,http://ufcstats.com/fighter-details/dc6d8256ee3dfba5,"Aug 04, 1980"
Dave,Cochran,,"5' 6""",155 lbs.,--,,26,29,1,,http://ufcstats.com/fighter-details/6dbb1107de9a4a08,"May 10, 1973"
Dakota,Cochrane,,"5' 8""",155 lbs.,--,,29,12,0,,http://ufcstats.com/fighter-details/8fa7e0bc052185ce,"May 01, 1986"
Marloes,Coenen,,"5' 9""",145 lbs.,"67.0""",,23,8,0,,http://ufcstats.com/fighter-details/0b77a05bcbd2de74,"Mar 31, 1981"
Marc,Cofer,,--,185 lbs.,--,,7,5,0,,http://ufcstats.com/fighter-details/e90d9d0681270953,"Mar 03, 1972"
John,Cofer,The Potter,"5' 9""",155 lbs.,--,Southpaw,8,4,0,,http://ufcstats.com/fighter-details/8b260672a21d1fd6,"Apr 29, 1984"
Chris,Coggins,,--,--,--,,7,10,0,,http://ufcstats.com/fighter-details/a0c29b13f7a5df32,
Felipe,Colares,Cabocao,"5' 8""",145 lbs.,"69.0""",Orthodox,10,4,0,,http://ufcstats.com/fighter-details/dbac0a413af64bbe,"Mar 31, 1994"
Wayne,Cole,,"6' 1""",205 lbs.,--,Orthodox,16,25,0,,http://ufcstats.com/fighter-details/2eab7a6c8b0ed8cc,
Devin,Cole,,"6' 4""",240 lbs.,--,Orthodox,20,10,1,,http://ufcstats.com/fighter-details/1174782eacde9b0c,"Oct 01, 1976"
Coltin,Cole,,--,185 lbs.,--,,4,5,0,,http://ufcstats.com/fighter-details/cecd72feb0d640e3,"Apr 24, 1989"
Ivan,Cole,JP,"5' 9""",135 lbs.,--,,2,3,0,,http://ufcstats.com/fighter-details/987b80f57190d6d0,"Nov 30, 1990"
Chandler,Cole,The Hammer,"5' 10""",264 lbs.,"72.0""",Orthodox,10,4,0,,http://ufcstats.com/fighter-details/5d8a9c95af50280a,"Jan 09, 1995"
Mark,Coleman,The Hammer,"6' 1""",205 lbs.,"75.0""",Orthodox,16,10,0,,http://ufcstats.com/fighter-details/21b8a0f5c231096f,"Dec 20, 1964"
Cortez,Coleman,Hollywood,"6' 1""",185 lbs.,--,,13,8,0,,http://ufcstats.com/fighter-details/ffb20ae0db47ebe6,"Jan 28, 1982"
Clay,Collard,Cassius,"5' 11""",145 lbs.,"73.0""",Orthodox,14,7,0,,http://ufcstats.com/fighter-details/cc900c6a71ed23f3,"Mar 10, 1993"
Jamie,Colleen,,"5' 3""",115 lbs.,"65.0""",Orthodox,4,1,0,,http://ufcstats.com/fighter-details/6b64db453edf4c50,"Nov 02, 1985"
Jake,Collier,The Prototype,"6' 3""",230 lbs.,"78.0""",Orthodox,13,10,0,,http://ufcstats.com/fighter-details/92fa1401b7927da3,"Oct 25, 1988"
Christian,Colombo,,"6' 5""",265 lbs.,--,Orthodox,8,3,1,,http://ufcstats.com/fighter-details/9123c54d0a2b72dd,"Jul 01, 1980"
Willian,Colorado,,"5' 10""",135 lbs.,"72.0""",,11,1,0,,http://ufcstats.com/fighter-details/dfc7f0a2d91ad337,"Jun 21, 1986"
Wes,Combs,The Soldier,"6' 2""",205 lbs.,--,Orthodox,20,6,0,,http://ufcstats.com/fighter-details/a85998eb79650b2c,"Jun 18, 1973"
Rose,Conceicao,,"4' 7""",115 lbs.,"65.0""",Orthodox,7,1,0,,http://ufcstats.com/fighter-details/a76c07e8e4c76e9a,"May 13, 1997"
Carlos,Condit,The Natural Born Killer,"6' 2""",170 lbs.,"75.0""",Orthodox,32,14,0,,http://ufcstats.com/fighter-details/f9f07bb5a43535ed,"Apr 26, 1984"
Chris,Condo,,"6' 0""",335 lbs.,--,Orthodox,0,1,0,,http://ufcstats.com/fighter-details/41e77dc504a192c6,
Jack,Congdon,,--,170 lbs.,--,,7,1,0,,http://ufcstats.com/fighter-details/c44530d3969134a3,
Tristan,Connelly,Boondock,"5' 10""",145 lbs.,"68.0""",Orthodox,14,8,0,,http://ufcstats.com/fighter-details/2ebfbe72ed703925,"Dec 12, 1985"
Marcos,Conrado Jr.,,"6' 2""",220 lbs.,--,Orthodox,5,1,0,,http://ufcstats.com/fighter-details/d450769115a193c2,"Mar 14, 1982"
Jeremiah,Constant,,"6' 1""",240 lbs.,--,Orthodox,11,8,0,,http://ufcstats.com/fighter-details/18f5669a92e99d92,"Jul 19, 1974"
Jonathan,Contrestano,JT,--,155 lbs.,--,,6,0,0,,http://ufcstats.com/fighter-details/06d4eb8123087123,
Bob,Cook,Crazy,"5' 9""",170 lbs.,--,Orthodox,5,0,0,,http://ufcstats.com/fighter-details/1c061eb6e29eaa0a,
Mike,Cook,,"6' 1""",205 lbs.,--,Orthodox,13,13,0,,http://ufcstats.com/fighter-details/3ab0df1ddd5f1dc2,
Chad,Cook,,"6' 2""",205 lbs.,--,,10,12,0,,http://ufcstats.com/fighter-details/e6daf9cdbf0da889,"Nov 07, 1979"
TJ,Cook,,--,205 lbs.,--,,13,5,0,,http://ufcstats.com/fighter-details/fa238ecfd048f7d8,"Sep 08, 1982"
Dewey,Cooper,The Black Cobra,--,205 lbs.,--,,2,1,0,,http://ufcstats.com/fighter-details/5efaaf313b652dd7,
Brett,Cooper,,"6' 0""",170 lbs.,--,Orthodox,23,12,0,,http://ufcstats.com/fighter-details/88ffe9745e218dd8,"Jul 02, 1987"
Bill,Cooper,,--,155 lbs.,--,,2,1,0,,http://ufcstats.com/fighter-details/78bd6940d093fd33,"May 05, 1984"
Bobby,Cooper,Super Duper,"6' 1""",155 lbs.,--,,12,7,0,,http://ufcstats.com/fighter-details/1b51895e5572cfda,
Amanda,Cooper,ABC,"5' 3""",115 lbs.,"64.0""",Switch,3,5,0,,http://ufcstats.com/fighter-details/d4a31850a7457f1b,"Oct 22, 1991"
Kit,Cope,Havoc,"6' 0""",170 lbs.,--,Orthodox,6,7,0,,http://ufcstats.com/fighter-details/ce47f49e5c386a9c,"Mar 17, 1977"
Chris,Cope,C-Murder,"6' 0""",170 lbs.,"72.0""",Orthodox,8,4,0,,http://ufcstats.com/fighter-details/8c8c92a12621d7e0,"Mar 05, 1983"
Josh,Copeland,Cuddly Bear,"6' 1""",265 lbs.,--,Orthodox,12,4,0,,http://ufcstats.com/fighter-details/3aa794cbe1e3484b,"Oct 20, 1982"
Michael,Cora,Kookie Monster,"6' 1""",170 lbs.,"77.0""",Southpaw,4,1,0,,http://ufcstats.com/fighter-details/2b91eff985b532cd,"Aug 24, 1989"
Akira,Corassani,,"5' 8""",145 lbs.,"68.0""",Orthodox,12,6,0,,http://ufcstats.com/fighter-details/3f52ce18fb98008f,"Aug 27, 1982"
Muhsin,Corbbrey,,"5' 10""",155 lbs.,--,Orthodox,17,9,0,,http://ufcstats.com/fighter-details/1f9344211ca7fd60,"May 18, 1978"
Daniel,Cormier,DC,"5' 11""",235 lbs.,"72.0""",Orthodox,22,3,0,,http://ufcstats.com/fighter-details/d967f0128c323de6,"Mar 20, 1979"
Nora,Cornolle,,"5' 7""",135 lbs.,"67.0""",Orthodox,9,2,0,,http://ufcstats.com/fighter-details/f2b3f4ef3f780168,"Dec 06, 1989"
Clint,Coronel,,--,155 lbs.,--,,2,5,0,,http://ufcstats.com/fighter-details/fe67cd6423f7a8ad,
Henry,Corrales,,"5' 9""",145 lbs.,--,,13,3,0,,http://ufcstats.com/fighter-details/7cb0946d51b8cde7,
Bethe,Correia,Pitbull,"5' 5""",135 lbs.,"64.0""",Orthodox,11,6,1,,http://ufcstats.com/fighter-details/673ea7dcc786b1b3,"Jun 22, 1983"
Wesley,Correira,Cabbage,"6' 3""",260 lbs.,--,Orthodox,20,16,0,,http://ufcstats.com/fighter-details/4e9fb05d7e5e61b8,"Nov 11, 1978"
Waldo,Cortes-Acosta,Salsa Boy,"6' 4""",260 lbs.,"78.0""",Orthodox,14,1,0,,http://ufcstats.com/fighter-details/fc08099550072fe4,"Oct 03, 1991"
Tracy,Cortez,,"5' 5""",125 lbs.,"65.0""",Orthodox,12,2,0,,http://ufcstats.com/fighter-details/68d4a891e5cf2029,"Dec 10, 1993"
Reyes,Cortez Jr.,,"5' 7""",135 lbs.,"68.0""",Orthodox,7,3,0,,http://ufcstats.com/fighter-details/1a7d44196949577c,"Jul 31, 1992"
Chad,Corvin,The Brave Warrior,"6' 5""",255 lbs.,--,,5,0,0,,http://ufcstats.com/fighter-details/1267b631db78665a,
Louis,Cosce,,"5' 9""",170 lbs.,"71.0""",Orthodox,7,2,0,,http://ufcstats.com/fighter-details/afe8d5b39ff7fca2,"Aug 27, 1995"
Orion,Cosce,Galaxy,"5' 11""",170 lbs.,"71.0""",Switch,8,2,0,,http://ufcstats.com/fighter-details/2c010b26a3306969,"Jul 15, 1994"
Miguel,Cosio,,"6' 4""",205 lbs.,--,,1,13,0,,http://ufcstats.com/fighter-details/d150c6fbdb7687f4,
Jadson,Costa,,"5' 7""",155 lbs.,--,Orthodox,22,8,0,,http://ufcstats.com/fighter-details/222d6b547de2e035,
Guilherme,Costa,The Prodigy,--,155 lbs.,--,,7,1,0,,http://ufcstats.com/fighter-details/28877eddb1c0b967,
Paulo,Costa,The Eraser,"6' 1""",185 lbs.,"72.0""",Orthodox,15,4,0,,http://ufcstats.com/fighter-details/2e5c2aa8e4ab9d82,"Apr 21, 1991"
Randy,Costa,The Zohan,"5' 9""",135 lbs.,"73.0""",Switch,6,4,0,,http://ufcstats.com/fighter-details/325ad0dd9126d3df,"Jul 06, 1994"
Alessandro,Costa,Nono,"5' 4""",125 lbs.,"67.0""",Orthodox,14,4,0,,http://ufcstats.com/fighter-details/3fa97913cfd205d3,"Jan 28, 1996"
Melquizael,Costa,Melk Cauthy,"5' 10""",145 lbs.,"71.0""",Southpaw,24,7,0,,http://ufcstats.com/fighter-details/20bccc9bb4ceb23e,"Sep 14, 1996"
Vitor,Costa,,--,185 lbs.,--,,8,1,0,,http://ufcstats.com/fighter-details/c41cbb5bf944ca54,"Sep 19, 2000"
Oscar,Cota,Elevation,"6' 0""",230 lbs.,"72.0""",Orthodox,11,3,0,,http://ufcstats.com/fighter-details/f584a6e0b5b74604,"Oct 15, 1984"
Patrick,Cote,The Predator,"5' 11""",170 lbs.,"75.0""",Orthodox,23,11,0,,http://ufcstats.com/fighter-details/9fa3bd637edd9aa2,"Feb 29, 1980"
JC,Cottrell,,"5' 9""",155 lbs.,--,Orthodox,17,5,0,,http://ufcstats.com/fighter-details/3ec1e4ba98c9c85a,"Nov 04, 1989"
JR,Coughran,Bam Bam,"5' 6""",145 lbs.,--,Orthodox,4,1,0,,http://ufcstats.com/fighter-details/8112c9a23dccc759,"May 17, 1994"
Rashad,Coulter,Daywalker,"5' 11""",205 lbs.,"76.0""",Orthodox,9,4,0,,http://ufcstats.com/fighter-details/d1528ac5675558b1,"Nov 27, 1981"
Dave,Courchaine,,"5' 8""",170 lbs.,--,,20,7,0,,http://ufcstats.com/fighter-details/79ab17db3b40831a,
Randy,Couture,The Natural,"6' 1""",205 lbs.,"75.0""",Orthodox,19,11,0,,http://ufcstats.com/fighter-details/0aa92558424ced9e,"Jun 22, 1963"
Kim,Couture,Sugar Free,"5' 8""",135 lbs.,--,Orthodox,3,8,0,,http://ufcstats.com/fighter-details/84c43f0d25f15b0b,"Dec 18, 1975"
Ryan,Couture,,"5' 10""",155 lbs.,"73.0""",Orthodox,11,5,0,,http://ufcstats.com/fighter-details/46fd223e3ced39b3,"Aug 27, 1982"
Nikk,Covert,The Brick,"5' 8""",185 lbs.,--,,3,4,0,,http://ufcstats.com/fighter-details/400c7b43c86d27d3,"Aug 04, 1969"
Colby,Covington,Chaos,"5' 11""",170 lbs.,"72.0""",Orthodox,17,5,0,,http://ufcstats.com/fighter-details/dc9572dd6ec74859,"Feb 22, 1988"
Hailey,Cowan,All Hail,"5' 8""",135 lbs.,"67.0""",Southpaw,7,4,0,,http://ufcstats.com/fighter-details/3c26c420584d912d,"Feb 12, 1992"
Jeff,Cox,The Grinder,"5' 10""",155 lbs.,--,Orthodox,10,7,0,,http://ufcstats.com/fighter-details/c9bbf1a0285a8076,"Aug 02, 1968"
Nathan,Coy,Soulforce,"5' 10""",170 lbs.,"69.0""",Southpaw,15,7,0,,http://ufcstats.com/fighter-details/15ec018d144710db,"Jul 24, 1978"
Andrew,Craig,Highlight,"6' 1""",170 lbs.,"76.0""",Orthodox,9,4,0,,http://ufcstats.com/fighter-details/8a70ceb3edbe757b,"Jan 15, 1986"
Paul,Craig,Bearjew,"6' 3""",205 lbs.,"76.0""",Orthodox,17,9,1,,http://ufcstats.com/fighter-details/eabf206b162b3b83,"Nov 27, 1987"
Dan,Cramer,,"6' 2""",170 lbs.,--,Orthodox,11,4,0,,http://ufcstats.com/fighter-details/480b702debcb5433,"Oct 31, 1985"
Alberto,Crane,,"5' 5""",155 lbs.,--,Orthodox,15,5,0,,http://ufcstats.com/fighter-details/25433871e4eee0f4,"Jul 14, 1976"
Tim,Credeur,,"6' 3""",185 lbs.,"75.0""",Orthodox,12,4,0,,http://ufcstats.com/fighter-details/89b8d1bf1ff09d1d,"Jul 09, 1977"
Paul,Creighton,,"5' 6""",155 lbs.,--,Southpaw,3,1,0,,http://ufcstats.com/fighter-details/ed73c85164a5f5a4,"Jun 04, 1970"
